,i,j,mi
10969,mod_gt_4kt,history_heredityt,1.0
10970,history_heredityt,mod_mixedt,1.0
10971,mod_mixedt,history_heredityt,1.0
10972,history_heredityt,mod_s_mixedt,1.0
10973,mod_s_mixedt,history_heredityt,1.0
10976,history_heredityt,mod_snt,1.0
10977,mod_snt,history_heredityt,1.0
10978,history_heredityt,mod_sn_gt_1kt,1.0
10979,mod_sn_gt_1kt,history_heredityt,1.0
10984,history_heredityt,mod_sn_gt_4kt,1.0
10985,mod_sn_gt_4kt,history_heredityt,1.0
10990,history_heredityt,notch_at_4kt,1.0
10991,notch_at_4kt,history_heredityt,1.0
11000,history_heredityt,s_sn_gt_4kt,1.0
11001,s_sn_gt_4kt,history_heredityt,1.0
11008,history_heredityt,viith_nerve_signst,1.0
11009,viith_nerve_signst,history_heredityt,1.0
11010,history_heredityt,wave_V_delayedt,1.0
11011,wave_V_delayedt,history_heredityt,1.0
11012,history_heredityt,waveform_ItoV_prolongedt,1.0
11013,waveform_ItoV_prolongedt,history_heredityt,1.0
11024,history_nauseat,bonet,0.12204139139070154
11025,bonet,history_nauseat,0.12204139139070154
11032,history_nauseat,history_dizzinesst,0.1873359936340651
11033,history_dizzinesst,history_nauseat,0.1873359936340651
11034,history_nauseat,history_fluctuatingt,0.2929102739258247
11035,history_fluctuatingt,history_nauseat,0.2929102739258247
11046,history_nauseat,history_roaringt,0.5197621983093885
11047,history_roaringt,history_nauseat,0.5197621983093885
11048,history_nauseat,history_vomitingt,0.5197621983093885
11049,history_vomitingt,history_nauseat,0.5197621983093885
11198,history_noiset,m_m_sn_gt_1kt,0.1620103793685512
11199,m_m_sn_gt_1kt,history_noiset,0.1620103793685512
11260,history_noiset,notch_4kt,0.27472620711764933
11261,notch_4kt,history_noiset,0.27472620711764933
11286,history_noiset,indentifiert,0.24801821224007256
11287,indentifiert,history_noiset,0.24801821224007256
11300,history_recruitmentt,bsert,1.0
11301,bsert,history_recruitmentt,1.0
11302,history_recruitmentt,history_buzzingt,1.0
11303,history_buzzingt,history_recruitmentt,1.0
11308,history_recruitmentt,history_fullnesst,1.0
11309,history_fullnesst,history_recruitmentt,1.0
11310,history_recruitmentt,history_heredityt,1.0
11311,history_heredityt,history_recruitmentt,1.0
11316,history_recruitmentt,history_ringingt,1.0
11317,history_ringingt,history_recruitmentt,1.0
11322,history_recruitmentt,late_wave_poort,1.0
11323,late_wave_poort,history_recruitmentt,1.0
11324,history_recruitmentt,m_at_2kt,1.0
11325,m_at_2kt,history_recruitmentt,1.0
11326,history_recruitmentt,m_cond_lt_1kt,1.0
11327,m_cond_lt_1kt,history_recruitmentt,1.0
11328,history_recruitmentt,m_gt_1kt,1.0
11329,m_gt_1kt,history_recruitmentt,1.0
11338,history_recruitmentt,m_m_sn_gt_500t,1.0
11339,m_m_sn_gt_500t,history_recruitmentt,1.0
11340,history_recruitmentt,m_p_sn_gt_2kt,1.0
11341,m_p_sn_gt_2kt,history_recruitmentt,1.0
11342,history_recruitmentt,m_s_gt_500t,1.0
11343,m_s_gt_500t,history_recruitmentt,1.0
11346,history_recruitmentt,m_s_sn_gt_1kt,1.0
11347,m_s_sn_gt_1kt,history_recruitmentt,1.0
11354,history_recruitmentt,m_sn_2_3kt,1.0
11355,m_sn_2_3kt,history_recruitmentt,1.0
11360,history_recruitmentt,m_sn_gt_3kt,1.0
11361,m_sn_gt_3kt,history_recruitmentt,1.0
11364,history_recruitmentt,m_sn_gt_500t,1.0
11365,m_sn_gt_500t,history_recruitmentt,1.0
11366,history_recruitmentt,m_sn_gt_6kt,1.0
11367,m_sn_gt_6kt,history_recruitmentt,1.0
11368,history_recruitmentt,m_sn_lt_1kt,1.0
11369,m_sn_lt_1kt,history_recruitmentt,1.0
11370,history_recruitmentt,m_sn_lt_2kt,1.0
11371,m_sn_lt_2kt,history_recruitmentt,1.0
11372,history_recruitmentt,m_sn_lt_3kt,1.0
11373,m_sn_lt_3kt,history_recruitmentt,1.0
11374,history_recruitmentt,middle_wave_poort,1.0
11375,middle_wave_poort,history_recruitmentt,1.0
11376,history_recruitmentt,mod_gt_4kt,1.0
11377,mod_gt_4kt,history_recruitmentt,1.0
11378,history_recruitmentt,mod_mixedt,1.0
11379,mod_mixedt,history_recruitmentt,1.0
11380,history_recruitmentt,mod_s_mixedt,1.0
11381,mod_s_mixedt,history_recruitmentt,1.0
11384,history_recruitmentt,mod_snt,1.0
11385,mod_snt,history_recruitmentt,1.0
11386,history_recruitmentt,mod_sn_gt_1kt,1.0
11387,mod_sn_gt_1kt,history_recruitmentt,1.0
11392,history_recruitmentt,mod_sn_gt_4kt,1.0
11393,mod_sn_gt_4kt,history_recruitmentt,1.0
11398,history_recruitmentt,notch_at_4kt,1.0
11399,notch_at_4kt,history_recruitmentt,1.0
11408,history_recruitmentt,s_sn_gt_4kt,1.0
11409,s_sn_gt_4kt,history_recruitmentt,1.0
11416,history_recruitmentt,viith_nerve_signst,1.0
11417,viith_nerve_signst,history_recruitmentt,1.0
11418,history_recruitmentt,wave_V_delayedt,1.0
11419,wave_V_delayedt,history_recruitmentt,1.0
11420,history_recruitmentt,waveform_ItoV_prolongedt,1.0
11421,waveform_ItoV_prolongedt,history_recruitmentt,1.0
11436,history_ringingt,bsert,1.0
11437,bsert,history_ringingt,1.0
11438,history_ringingt,history_buzzingt,1.0
11439,history_buzzingt,history_ringingt,1.0
11444,history_ringingt,history_fullnesst,1.0
11445,history_fullnesst,history_ringingt,1.0
11446,history_ringingt,history_heredityt,1.0
11447,history_heredityt,history_ringingt,1.0
11452,history_ringingt,history_recruitmentt,1.0
11453,history_recruitmentt,history_ringingt,1.0
11458,history_ringingt,late_wave_poort,1.0
11459,late_wave_poort,history_ringingt,1.0
11460,history_ringingt,m_at_2kt,1.0
11461,m_at_2kt,history_ringingt,1.0
11462,history_ringingt,m_cond_lt_1kt,1.0
11463,m_cond_lt_1kt,history_ringingt,1.0
11464,history_ringingt,m_gt_1kt,1.0
11465,m_gt_1kt,history_ringingt,1.0
11474,history_ringingt,m_m_sn_gt_500t,1.0
11475,m_m_sn_gt_500t,history_ringingt,1.0
11476,history_ringingt,m_p_sn_gt_2kt,1.0
11477,m_p_sn_gt_2kt,history_ringingt,1.0
11478,history_ringingt,m_s_gt_500t,1.0
11479,m_s_gt_500t,history_ringingt,1.0
11482,history_ringingt,m_s_sn_gt_1kt,1.0
11483,m_s_sn_gt_1kt,history_ringingt,1.0
11490,history_ringingt,m_sn_2_3kt,1.0
11491,m_sn_2_3kt,history_ringingt,1.0
11496,history_ringingt,m_sn_gt_3kt,1.0
11497,m_sn_gt_3kt,history_ringingt,1.0
11500,history_ringingt,m_sn_gt_500t,1.0
11501,m_sn_gt_500t,history_ringingt,1.0
11502,history_ringingt,m_sn_gt_6kt,1.0
11503,m_sn_gt_6kt,history_ringingt,1.0
11504,history_ringingt,m_sn_lt_1kt,1.0
11505,m_sn_lt_1kt,history_ringingt,1.0
11506,history_ringingt,m_sn_lt_2kt,1.0
11507,m_sn_lt_2kt,history_ringingt,1.0
11508,history_ringingt,m_sn_lt_3kt,1.0
11509,m_sn_lt_3kt,history_ringingt,1.0
11510,history_ringingt,middle_wave_poort,1.0
11511,middle_wave_poort,history_ringingt,1.0
11512,history_ringingt,mod_gt_4kt,1.0
11513,mod_gt_4kt,history_ringingt,1.0
11514,history_ringingt,mod_mixedt,1.0
11515,mod_mixedt,history_ringingt,1.0
11516,history_ringingt,mod_s_mixedt,1.0
11517,mod_s_mixedt,history_ringingt,1.0
11520,history_ringingt,mod_snt,1.0
11521,mod_snt,history_ringingt,1.0
11522,history_ringingt,mod_sn_gt_1kt,1.0
11523,mod_sn_gt_1kt,history_ringingt,1.0
11528,history_ringingt,mod_sn_gt_4kt,1.0
11529,mod_sn_gt_4kt,history_ringingt,1.0
11534,history_ringingt,notch_at_4kt,1.0
11535,notch_at_4kt,history_ringingt,1.0
11544,history_ringingt,s_sn_gt_4kt,1.0
11545,s_sn_gt_4kt,history_ringingt,1.0
11552,history_ringingt,viith_nerve_signst,1.0
11553,viith_nerve_signst,history_ringingt,1.0
11554,history_ringingt,wave_V_delayedt,1.0
11555,wave_V_delayedt,history_ringingt,1.0
11556,history_ringingt,waveform_ItoV_prolongedt,1.0
11557,waveform_ItoV_prolongedt,history_ringingt,1.0
11584,history_roaringt,history_nauseat,0.5197621983093885
11585,history_nauseat,history_roaringt,0.5197621983093885
11592,history_roaringt,history_vomitingt,1.0
11593,history_vomitingt,history_roaringt,1.0
11606,history_roaringt,m_m_sn_gt_1kt,0.1388159688226307
11607,m_m_sn_gt_1kt,history_roaringt,0.1388159688226307
11720,history_vomitingt,history_nauseat,0.5197621983093885
11721,history_nauseat,history_vomitingt,0.5197621983093885
11728,history_vomitingt,history_roaringt,1.0
11729,history_roaringt,history_vomitingt,1.0
11742,history_vomitingt,m_m_sn_gt_1kt,0.1388159688226307
11743,m_m_sn_gt_1kt,history_vomitingt,0.1388159688226307
11844,late_wave_poort,bsert,1.0
11845,bsert,late_wave_poort,1.0
11846,late_wave_poort,history_buzzingt,1.0
11847,history_buzzingt,late_wave_poort,1.0
11852,late_wave_poort,history_fullnesst,1.0
11853,history_fullnesst,late_wave_poort,1.0
11854,late_wave_poort,history_heredityt,1.0
11855,history_heredityt,late_wave_poort,1.0
11860,late_wave_poort,history_recruitmentt,1.0
11861,history_recruitmentt,late_wave_poort,1.0
11862,late_wave_poort,history_ringingt,1.0
11863,history_ringingt,late_wave_poort,1.0
11868,late_wave_poort,m_at_2kt,1.0
11869,m_at_2kt,late_wave_poort,1.0
11870,late_wave_poort,m_cond_lt_1kt,1.0
11871,m_cond_lt_1kt,late_wave_poort,1.0
11872,late_wave_poort,m_gt_1kt,1.0
11873,m_gt_1kt,late_wave_poort,1.0
11882,late_wave_poort,m_m_sn_gt_500t,1.0
11883,m_m_sn_gt_500t,late_wave_poort,1.0
11884,late_wave_poort,m_p_sn_gt_2kt,1.0
11885,m_p_sn_gt_2kt,late_wave_poort,1.0
11886,late_wave_poort,m_s_gt_500t,1.0
11887,m_s_gt_500t,late_wave_poort,1.0
11890,late_wave_poort,m_s_sn_gt_1kt,1.0
11891,m_s_sn_gt_1kt,late_wave_poort,1.0
11898,late_wave_poort,m_sn_2_3kt,1.0
11899,m_sn_2_3kt,late_wave_poort,1.0
11904,late_wave_poort,m_sn_gt_3kt,1.0
11905,m_sn_gt_3kt,late_wave_poort,1.0
11908,late_wave_poort,m_sn_gt_500t,1.0
11909,m_sn_gt_500t,late_wave_poort,1.0
11910,late_wave_poort,m_sn_gt_6kt,1.0
11911,m_sn_gt_6kt,late_wave_poort,1.0
11912,late_wave_poort,m_sn_lt_1kt,1.0
11913,m_sn_lt_1kt,late_wave_poort,1.0
11914,late_wave_poort,m_sn_lt_2kt,1.0
11915,m_sn_lt_2kt,late_wave_poort,1.0
11916,late_wave_poort,m_sn_lt_3kt,1.0
11917,m_sn_lt_3kt,late_wave_poort,1.0
11918,late_wave_poort,middle_wave_poort,1.0
11919,middle_wave_poort,late_wave_poort,1.0
11920,late_wave_poort,mod_gt_4kt,1.0
11921,mod_gt_4kt,late_wave_poort,1.0
11922,late_wave_poort,mod_mixedt,1.0
11923,mod_mixedt,late_wave_poort,1.0
11924,late_wave_poort,mod_s_mixedt,1.0
11925,mod_s_mixedt,late_wave_poort,1.0
11928,late_wave_poort,mod_snt,1.0
11929,mod_snt,late_wave_poort,1.0
11930,late_wave_poort,mod_sn_gt_1kt,1.0
11931,mod_sn_gt_1kt,late_wave_poort,1.0
11936,late_wave_poort,mod_sn_gt_4kt,1.0
11937,mod_sn_gt_4kt,late_wave_poort,1.0
11942,late_wave_poort,notch_at_4kt,1.0
11943,notch_at_4kt,late_wave_poort,1.0
11952,late_wave_poort,s_sn_gt_4kt,1.0
11953,s_sn_gt_4kt,late_wave_poort,1.0
11960,late_wave_poort,viith_nerve_signst,1.0
11961,viith_nerve_signst,late_wave_poort,1.0
11962,late_wave_poort,wave_V_delayedt,1.0
11963,wave_V_delayedt,late_wave_poort,1.0
11964,late_wave_poort,waveform_ItoV_prolongedt,1.0
11965,waveform_ItoV_prolongedt,late_wave_poort,1.0
11980,m_at_2kt,bsert,1.0
11981,bsert,m_at_2kt,1.0
11982,m_at_2kt,history_buzzingt,1.0
11983,history_buzzingt,m_at_2kt,1.0
11988,m_at_2kt,history_fullnesst,1.0
11989,history_fullnesst,m_at_2kt,1.0
11990,m_at_2kt,history_heredityt,1.0
11991,history_heredityt,m_at_2kt,1.0
11996,m_at_2kt,history_recruitmentt,1.0
11997,history_recruitmentt,m_at_2kt,1.0
11998,m_at_2kt,history_ringingt,1.0
11999,history_ringingt,m_at_2kt,1.0
12004,m_at_2kt,late_wave_poort,1.0
12005,late_wave_poort,m_at_2kt,1.0
12006,m_at_2kt,m_cond_lt_1kt,1.0
12007,m_cond_lt_1kt,m_at_2kt,1.0
12008,m_at_2kt,m_gt_1kt,1.0
12009,m_gt_1kt,m_at_2kt,1.0
12018,m_at_2kt,m_m_sn_gt_500t,1.0
12019,m_m_sn_gt_500t,m_at_2kt,1.0
12020,m_at_2kt,m_p_sn_gt_2kt,1.0
12021,m_p_sn_gt_2kt,m_at_2kt,1.0
12022,m_at_2kt,m_s_gt_500t,1.0
12023,m_s_gt_500t,m_at_2kt,1.0
12026,m_at_2kt,m_s_sn_gt_1kt,1.0
12027,m_s_sn_gt_1kt,m_at_2kt,1.0
12034,m_at_2kt,m_sn_2_3kt,1.0
12035,m_sn_2_3kt,m_at_2kt,1.0
12040,m_at_2kt,m_sn_gt_3kt,1.0
12041,m_sn_gt_3kt,m_at_2kt,1.0
12044,m_at_2kt,m_sn_gt_500t,1.0
12045,m_sn_gt_500t,m_at_2kt,1.0
12046,m_at_2kt,m_sn_gt_6kt,1.0
12047,m_sn_gt_6kt,m_at_2kt,1.0
12048,m_at_2kt,m_sn_lt_1kt,1.0
12049,m_sn_lt_1kt,m_at_2kt,1.0
12050,m_at_2kt,m_sn_lt_2kt,1.0
12051,m_sn_lt_2kt,m_at_2kt,1.0
12052,m_at_2kt,m_sn_lt_3kt,1.0
12053,m_sn_lt_3kt,m_at_2kt,1.0
12054,m_at_2kt,middle_wave_poort,1.0
12055,middle_wave_poort,m_at_2kt,1.0
12056,m_at_2kt,mod_gt_4kt,1.0
12057,mod_gt_4kt,m_at_2kt,1.0
12058,m_at_2kt,mod_mixedt,1.0
12059,mod_mixedt,m_at_2kt,1.0
12060,m_at_2kt,mod_s_mixedt,1.0
12061,mod_s_mixedt,m_at_2kt,1.0
12064,m_at_2kt,mod_snt,1.0
12065,mod_snt,m_at_2kt,1.0
12066,m_at_2kt,mod_sn_gt_1kt,1.0
12067,mod_sn_gt_1kt,m_at_2kt,1.0
12072,m_at_2kt,mod_sn_gt_4kt,1.0
12073,mod_sn_gt_4kt,m_at_2kt,1.0
12078,m_at_2kt,notch_at_4kt,1.0
12079,notch_at_4kt,m_at_2kt,1.0
12088,m_at_2kt,s_sn_gt_4kt,1.0
12089,s_sn_gt_4kt,m_at_2kt,1.0
12096,m_at_2kt,viith_nerve_signst,1.0
12097,viith_nerve_signst,m_at_2kt,1.0
12098,m_at_2kt,wave_V_delayedt,1.0
12099,wave_V_delayedt,m_at_2kt,1.0
12100,m_at_2kt,waveform_ItoV_prolongedt,1.0
12101,waveform_ItoV_prolongedt,m_at_2kt,1.0
12116,m_cond_lt_1kt,bsert,1.0
12117,bsert,m_cond_lt_1kt,1.0
12118,m_cond_lt_1kt,history_buzzingt,1.0
12119,history_buzzingt,m_cond_lt_1kt,1.0
12124,m_cond_lt_1kt,history_fullnesst,1.0
12125,history_fullnesst,m_cond_lt_1kt,1.0
12126,m_cond_lt_1kt,history_heredityt,1.0
12127,history_heredityt,m_cond_lt_1kt,1.0
12132,m_cond_lt_1kt,history_recruitmentt,1.0
12133,history_recruitmentt,m_cond_lt_1kt,1.0
12134,m_cond_lt_1kt,history_ringingt,1.0
12135,history_ringingt,m_cond_lt_1kt,1.0
12140,m_cond_lt_1kt,late_wave_poort,1.0
12141,late_wave_poort,m_cond_lt_1kt,1.0
12142,m_cond_lt_1kt,m_at_2kt,1.0
12143,m_at_2kt,m_cond_lt_1kt,1.0
12144,m_cond_lt_1kt,m_gt_1kt,1.0
12145,m_gt_1kt,m_cond_lt_1kt,1.0
12154,m_cond_lt_1kt,m_m_sn_gt_500t,1.0
12155,m_m_sn_gt_500t,m_cond_lt_1kt,1.0
12156,m_cond_lt_1kt,m_p_sn_gt_2kt,1.0
12157,m_p_sn_gt_2kt,m_cond_lt_1kt,1.0
12158,m_cond_lt_1kt,m_s_gt_500t,1.0
12159,m_s_gt_500t,m_cond_lt_1kt,1.0
12162,m_cond_lt_1kt,m_s_sn_gt_1kt,1.0
12163,m_s_sn_gt_1kt,m_cond_lt_1kt,1.0
12170,m_cond_lt_1kt,m_sn_2_3kt,1.0
12171,m_sn_2_3kt,m_cond_lt_1kt,1.0
12176,m_cond_lt_1kt,m_sn_gt_3kt,1.0
12177,m_sn_gt_3kt,m_cond_lt_1kt,1.0
12180,m_cond_lt_1kt,m_sn_gt_500t,1.0
12181,m_sn_gt_500t,m_cond_lt_1kt,1.0
12182,m_cond_lt_1kt,m_sn_gt_6kt,1.0
12183,m_sn_gt_6kt,m_cond_lt_1kt,1.0
12184,m_cond_lt_1kt,m_sn_lt_1kt,1.0
12185,m_sn_lt_1kt,m_cond_lt_1kt,1.0
12186,m_cond_lt_1kt,m_sn_lt_2kt,1.0
12187,m_sn_lt_2kt,m_cond_lt_1kt,1.0
12188,m_cond_lt_1kt,m_sn_lt_3kt,1.0
12189,m_sn_lt_3kt,m_cond_lt_1kt,1.0
12190,m_cond_lt_1kt,middle_wave_poort,1.0
12191,middle_wave_poort,m_cond_lt_1kt,1.0
12192,m_cond_lt_1kt,mod_gt_4kt,1.0
12193,mod_gt_4kt,m_cond_lt_1kt,1.0
12194,m_cond_lt_1kt,mod_mixedt,1.0
12195,mod_mixedt,m_cond_lt_1kt,1.0
12196,m_cond_lt_1kt,mod_s_mixedt,1.0
12197,mod_s_mixedt,m_cond_lt_1kt,1.0
12200,m_cond_lt_1kt,mod_snt,1.0
12201,mod_snt,m_cond_lt_1kt,1.0
12202,m_cond_lt_1kt,mod_sn_gt_1kt,1.0
12203,mod_sn_gt_1kt,m_cond_lt_1kt,1.0
12208,m_cond_lt_1kt,mod_sn_gt_4kt,1.0
12209,mod_sn_gt_4kt,m_cond_lt_1kt,1.0
12214,m_cond_lt_1kt,notch_at_4kt,1.0
12215,notch_at_4kt,m_cond_lt_1kt,1.0
12224,m_cond_lt_1kt,s_sn_gt_4kt,1.0
12225,s_sn_gt_4kt,m_cond_lt_1kt,1.0
12232,m_cond_lt_1kt,viith_nerve_signst,1.0
12233,viith_nerve_signst,m_cond_lt_1kt,1.0
12234,m_cond_lt_1kt,wave_V_delayedt,1.0
12235,wave_V_delayedt,m_cond_lt_1kt,1.0
12236,m_cond_lt_1kt,waveform_ItoV_prolongedt,1.0
12237,waveform_ItoV_prolongedt,m_cond_lt_1kt,1.0
12252,m_gt_1kt,bsert,1.0
12253,bsert,m_gt_1kt,1.0
12254,m_gt_1kt,history_buzzingt,1.0
12255,history_buzzingt,m_gt_1kt,1.0
12260,m_gt_1kt,history_fullnesst,1.0
12261,history_fullnesst,m_gt_1kt,1.0
12262,m_gt_1kt,history_heredityt,1.0
12263,history_heredityt,m_gt_1kt,1.0
12268,m_gt_1kt,history_recruitmentt,1.0
12269,history_recruitmentt,m_gt_1kt,1.0
12270,m_gt_1kt,history_ringingt,1.0
12271,history_ringingt,m_gt_1kt,1.0
12276,m_gt_1kt,late_wave_poort,1.0
12277,late_wave_poort,m_gt_1kt,1.0
12278,m_gt_1kt,m_at_2kt,1.0
12279,m_at_2kt,m_gt_1kt,1.0
12280,m_gt_1kt,m_cond_lt_1kt,1.0
12281,m_cond_lt_1kt,m_gt_1kt,1.0
12290,m_gt_1kt,m_m_sn_gt_500t,1.0
12291,m_m_sn_gt_500t,m_gt_1kt,1.0
12292,m_gt_1kt,m_p_sn_gt_2kt,1.0
12293,m_p_sn_gt_2kt,m_gt_1kt,1.0
12294,m_gt_1kt,m_s_gt_500t,1.0
12295,m_s_gt_500t,m_gt_1kt,1.0
12298,m_gt_1kt,m_s_sn_gt_1kt,1.0
12299,m_s_sn_gt_1kt,m_gt_1kt,1.0
12306,m_gt_1kt,m_sn_2_3kt,1.0
12307,m_sn_2_3kt,m_gt_1kt,1.0
12312,m_gt_1kt,m_sn_gt_3kt,1.0
12313,m_sn_gt_3kt,m_gt_1kt,1.0
12316,m_gt_1kt,m_sn_gt_500t,1.0
12317,m_sn_gt_500t,m_gt_1kt,1.0
12318,m_gt_1kt,m_sn_gt_6kt,1.0
12319,m_sn_gt_6kt,m_gt_1kt,1.0
12320,m_gt_1kt,m_sn_lt_1kt,1.0
12321,m_sn_lt_1kt,m_gt_1kt,1.0
12322,m_gt_1kt,m_sn_lt_2kt,1.0
12323,m_sn_lt_2kt,m_gt_1kt,1.0
12324,m_gt_1kt,m_sn_lt_3kt,1.0
12325,m_sn_lt_3kt,m_gt_1kt,1.0
12326,m_gt_1kt,middle_wave_poort,1.0
12327,middle_wave_poort,m_gt_1kt,1.0
12328,m_gt_1kt,mod_gt_4kt,1.0
12329,mod_gt_4kt,m_gt_1kt,1.0
12330,m_gt_1kt,mod_mixedt,1.0
12331,mod_mixedt,m_gt_1kt,1.0
12332,m_gt_1kt,mod_s_mixedt,1.0
12333,mod_s_mixedt,m_gt_1kt,1.0
12336,m_gt_1kt,mod_snt,1.0
12337,mod_snt,m_gt_1kt,1.0
12338,m_gt_1kt,mod_sn_gt_1kt,1.0
12339,mod_sn_gt_1kt,m_gt_1kt,1.0
12344,m_gt_1kt,mod_sn_gt_4kt,1.0
12345,mod_sn_gt_4kt,m_gt_1kt,1.0
12350,m_gt_1kt,notch_at_4kt,1.0
12351,notch_at_4kt,m_gt_1kt,1.0
12360,m_gt_1kt,s_sn_gt_4kt,1.0
12361,s_sn_gt_4kt,m_gt_1kt,1.0
12368,m_gt_1kt,viith_nerve_signst,1.0
12369,viith_nerve_signst,m_gt_1kt,1.0
12370,m_gt_1kt,wave_V_delayedt,1.0
12371,wave_V_delayedt,m_gt_1kt,1.0
12372,m_gt_1kt,waveform_ItoV_prolongedt,1.0
12373,waveform_ItoV_prolongedt,m_gt_1kt,1.0
12646,m_m_snt,indentifiert,0.13254598314902738
12647,indentifiert,m_m_snt,0.13254598314902738
12674,m_m_sn_gt_1kt,history_noiset,0.1620103793685512
12675,history_noiset,m_m_sn_gt_1kt,0.1620103793685512
12680,m_m_sn_gt_1kt,history_roaringt,0.1388159688226307
12681,history_roaringt,m_m_sn_gt_1kt,0.1388159688226307
12682,m_m_sn_gt_1kt,history_vomitingt,0.1388159688226307
12683,history_vomitingt,m_m_sn_gt_1kt,0.1388159688226307
12892,m_m_sn_gt_2kt,notch_4kt,0.1073874463051378
12893,notch_4kt,m_m_sn_gt_2kt,0.1073874463051378
12932,m_m_sn_gt_500t,bsert,1.0
12933,bsert,m_m_sn_gt_500t,1.0
12934,m_m_sn_gt_500t,history_buzzingt,1.0
12935,history_buzzingt,m_m_sn_gt_500t,1.0
12940,m_m_sn_gt_500t,history_fullnesst,1.0
12941,history_fullnesst,m_m_sn_gt_500t,1.0
12942,m_m_sn_gt_500t,history_heredityt,1.0
12943,history_heredityt,m_m_sn_gt_500t,1.0
12948,m_m_sn_gt_500t,history_recruitmentt,1.0
12949,history_recruitmentt,m_m_sn_gt_500t,1.0
12950,m_m_sn_gt_500t,history_ringingt,1.0
12951,history_ringingt,m_m_sn_gt_500t,1.0
12956,m_m_sn_gt_500t,late_wave_poort,1.0
12957,late_wave_poort,m_m_sn_gt_500t,1.0
12958,m_m_sn_gt_500t,m_at_2kt,1.0
12959,m_at_2kt,m_m_sn_gt_500t,1.0
12960,m_m_sn_gt_500t,m_cond_lt_1kt,1.0
12961,m_cond_lt_1kt,m_m_sn_gt_500t,1.0
12962,m_m_sn_gt_500t,m_gt_1kt,1.0
12963,m_gt_1kt,m_m_sn_gt_500t,1.0
12972,m_m_sn_gt_500t,m_p_sn_gt_2kt,1.0
12973,m_p_sn_gt_2kt,m_m_sn_gt_500t,1.0
12974,m_m_sn_gt_500t,m_s_gt_500t,1.0
12975,m_s_gt_500t,m_m_sn_gt_500t,1.0
12978,m_m_sn_gt_500t,m_s_sn_gt_1kt,1.0
12979,m_s_sn_gt_1kt,m_m_sn_gt_500t,1.0
12986,m_m_sn_gt_500t,m_sn_2_3kt,1.0
12987,m_sn_2_3kt,m_m_sn_gt_500t,1.0
12992,m_m_sn_gt_500t,m_sn_gt_3kt,1.0
12993,m_sn_gt_3kt,m_m_sn_gt_500t,1.0
12996,m_m_sn_gt_500t,m_sn_gt_500t,1.0
12997,m_sn_gt_500t,m_m_sn_gt_500t,1.0
12998,m_m_sn_gt_500t,m_sn_gt_6kt,1.0
12999,m_sn_gt_6kt,m_m_sn_gt_500t,1.0
13000,m_m_sn_gt_500t,m_sn_lt_1kt,1.0
13001,m_sn_lt_1kt,m_m_sn_gt_500t,1.0
13002,m_m_sn_gt_500t,m_sn_lt_2kt,1.0
13003,m_sn_lt_2kt,m_m_sn_gt_500t,1.0
13004,m_m_sn_gt_500t,m_sn_lt_3kt,1.0
13005,m_sn_lt_3kt,m_m_sn_gt_500t,1.0
13006,m_m_sn_gt_500t,middle_wave_poort,1.0
13007,middle_wave_poort,m_m_sn_gt_500t,1.0
13008,m_m_sn_gt_500t,mod_gt_4kt,1.0
13009,mod_gt_4kt,m_m_sn_gt_500t,1.0
13010,m_m_sn_gt_500t,mod_mixedt,1.0
13011,mod_mixedt,m_m_sn_gt_500t,1.0
13012,m_m_sn_gt_500t,mod_s_mixedt,1.0
13013,mod_s_mixedt,m_m_sn_gt_500t,1.0
13016,m_m_sn_gt_500t,mod_snt,1.0
13017,mod_snt,m_m_sn_gt_500t,1.0
13018,m_m_sn_gt_500t,mod_sn_gt_1kt,1.0
13019,mod_sn_gt_1kt,m_m_sn_gt_500t,1.0
13024,m_m_sn_gt_500t,mod_sn_gt_4kt,1.0
13025,mod_sn_gt_4kt,m_m_sn_gt_500t,1.0
13030,m_m_sn_gt_500t,notch_at_4kt,1.0
13031,notch_at_4kt,m_m_sn_gt_500t,1.0
13040,m_m_sn_gt_500t,s_sn_gt_4kt,1.0
13041,s_sn_gt_4kt,m_m_sn_gt_500t,1.0
13048,m_m_sn_gt_500t,viith_nerve_signst,1.0
13049,viith_nerve_signst,m_m_sn_gt_500t,1.0
13050,m_m_sn_gt_500t,wave_V_delayedt,1.0
13051,wave_V_delayedt,m_m_sn_gt_500t,1.0
13052,m_m_sn_gt_500t,waveform_ItoV_prolongedt,1.0
13053,waveform_ItoV_prolongedt,m_m_sn_gt_500t,1.0
13068,m_p_sn_gt_2kt,bsert,1.0
13069,bsert,m_p_sn_gt_2kt,1.0
13070,m_p_sn_gt_2kt,history_buzzingt,1.0
13071,history_buzzingt,m_p_sn_gt_2kt,1.0
13076,m_p_sn_gt_2kt,history_fullnesst,1.0
13077,history_fullnesst,m_p_sn_gt_2kt,1.0
13078,m_p_sn_gt_2kt,history_heredityt,1.0
13079,history_heredityt,m_p_sn_gt_2kt,1.0
13084,m_p_sn_gt_2kt,history_recruitmentt,1.0
13085,history_recruitmentt,m_p_sn_gt_2kt,1.0
13086,m_p_sn_gt_2kt,history_ringingt,1.0
13087,history_ringingt,m_p_sn_gt_2kt,1.0
13092,m_p_sn_gt_2kt,late_wave_poort,1.0
13093,late_wave_poort,m_p_sn_gt_2kt,1.0
13094,m_p_sn_gt_2kt,m_at_2kt,1.0
