,i,j,mi
8401,s_sn_gt_2kg,s_sn_gt_1kg,0.0045151025781165685
8402,s_sn_gt_1kg,s_sn_gt_4kg,0.0
8403,s_sn_gt_4kg,s_sn_gt_1kg,0.0
8404,s_sn_gt_1kg,speechg,0.02865442001705756
8405,speechg,s_sn_gt_1kg,0.02865442001705756
8406,s_sn_gt_1kg,static_normalg,0.0045151025781165685
8407,static_normalg,s_sn_gt_1kg,0.0045151025781165685
8408,s_sn_gt_1kg,tympg,0.005448742898140178
8409,tympg,s_sn_gt_1kg,0.005448742898140178
8410,s_sn_gt_1kg,viith_nerve_signsg,0.0
8411,viith_nerve_signsg,s_sn_gt_1kg,0.0
8412,s_sn_gt_1kg,wave_V_delayedg,0.0
8413,wave_V_delayedg,s_sn_gt_1kg,0.0
8414,s_sn_gt_1kg,waveform_ItoV_prolongedg,0.0
8415,waveform_ItoV_prolongedg,s_sn_gt_1kg,0.0
8416,s_sn_gt_1kg,indentifierg,0.03183715593937444
8417,indentifierg,s_sn_gt_1kg,0.03183715593937444
8418,s_sn_gt_2kg,age_gt_60g,0.0
8419,age_gt_60g,s_sn_gt_2kg,0.0
8420,s_sn_gt_2kg,airg,0.08954794112761517
8421,airg,s_sn_gt_2kg,0.08954794112761517
8422,s_sn_gt_2kg,airBoneGapg,0.01169909754960156
8423,airBoneGapg,s_sn_gt_2kg,0.01169909754960156
8424,s_sn_gt_2kg,ar_cg,0.025816334982129072
8425,ar_cg,s_sn_gt_2kg,0.025816334982129072
8426,s_sn_gt_2kg,ar_ug,0.02332560409188706
8427,ar_ug,s_sn_gt_2kg,0.02332560409188706
8428,s_sn_gt_2kg,boneg,0.049369087398769274
8429,boneg,s_sn_gt_2kg,0.049369087398769274
8430,s_sn_gt_2kg,boneAbnormalg,0.0004874312399982371
8431,boneAbnormalg,s_sn_gt_2kg,0.0004874312399982371
8432,s_sn_gt_2kg,bserg,0.0
8433,bserg,s_sn_gt_2kg,0.0
8434,s_sn_gt_2kg,history_buzzingg,0.0
8435,history_buzzingg,s_sn_gt_2kg,0.0
8436,s_sn_gt_2kg,history_dizzinessg,0.013415917387225557
8437,history_dizzinessg,s_sn_gt_2kg,0.013415917387225557
8438,s_sn_gt_2kg,history_fluctuatingg,0.0045151025781165685
8439,history_fluctuatingg,s_sn_gt_2kg,0.0045151025781165685
8440,s_sn_gt_2kg,history_fullnessg,0.0
8441,history_fullnessg,s_sn_gt_2kg,0.0
8442,s_sn_gt_2kg,history_heredityg,0.0
8443,history_heredityg,s_sn_gt_2kg,0.0
8444,s_sn_gt_2kg,history_nauseag,0.01169909754960156
8445,history_nauseag,s_sn_gt_2kg,0.01169909754960156
8446,s_sn_gt_2kg,history_noiseg,0.0002314699281692878
8447,history_noiseg,s_sn_gt_2kg,0.0002314699281692878
8448,s_sn_gt_2kg,history_recruitmentg,0.0
8449,history_recruitmentg,s_sn_gt_2kg,0.0
8450,s_sn_gt_2kg,history_ringingg,0.0
8451,history_ringingg,s_sn_gt_2kg,0.0
8452,s_sn_gt_2kg,history_roaringg,0.007461649887558541
8453,history_roaringg,s_sn_gt_2kg,0.007461649887558541
8454,s_sn_gt_2kg,history_vomitingg,0.007461649887558541
8455,history_vomitingg,s_sn_gt_2kg,0.007461649887558541
8456,s_sn_gt_2kg,late_wave_poorg,0.0
8457,late_wave_poorg,s_sn_gt_2kg,0.0
8458,s_sn_gt_2kg,m_at_2kg,0.0
8459,m_at_2kg,s_sn_gt_2kg,0.0
8460,s_sn_gt_2kg,m_cond_lt_1kg,0.0
8461,m_cond_lt_1kg,s_sn_gt_2kg,0.0
8462,s_sn_gt_2kg,m_gt_1kg,0.0
8463,m_gt_1kg,s_sn_gt_2kg,0.0
8464,s_sn_gt_2kg,m_m_gt_2kg,0.0045151025781165685
8465,m_m_gt_2kg,s_sn_gt_2kg,0.0045151025781165685
8466,s_sn_gt_2kg,m_m_sng,0.01644891277972028
8467,m_m_sng,s_sn_gt_2kg,0.01644891277972028
8468,s_sn_gt_2kg,m_m_sn_gt_1kg,0.01169909754960156
8469,m_m_sn_gt_1kg,s_sn_gt_2kg,0.01169909754960156
8470,s_sn_gt_2kg,m_m_sn_gt_2kg,0.0045151025781165685
8471,m_m_sn_gt_2kg,s_sn_gt_2kg,0.0045151025781165685
8472,s_sn_gt_2kg,m_m_sn_gt_500g,0.0
8473,m_m_sn_gt_500g,s_sn_gt_2kg,0.0
8474,s_sn_gt_2kg,m_p_sn_gt_2kg,0.0
8475,m_p_sn_gt_2kg,s_sn_gt_2kg,0.0
8476,s_sn_gt_2kg,m_s_gt_500g,0.0
8477,m_s_gt_500g,s_sn_gt_2kg,0.0
8478,s_sn_gt_2kg,m_s_sng,0.0045151025781165685
8479,m_s_sng,s_sn_gt_2kg,0.0045151025781165685
8480,s_sn_gt_2kg,m_s_sn_gt_1kg,0.0
8481,m_s_sn_gt_1kg,s_sn_gt_2kg,0.0
8482,s_sn_gt_2kg,m_s_sn_gt_2kg,0.0045151025781165685
8483,m_s_sn_gt_2kg,s_sn_gt_2kg,0.0045151025781165685
8484,s_sn_gt_2kg,m_s_sn_gt_3kg,0.0045151025781165685
8485,m_s_sn_gt_3kg,s_sn_gt_2kg,0.0045151025781165685
8486,s_sn_gt_2kg,m_s_sn_gt_4kg,0.0045151025781165685
8487,m_s_sn_gt_4kg,s_sn_gt_2kg,0.0045151025781165685
8488,s_sn_gt_2kg,m_sn_2_3kg,0.0
8489,m_sn_2_3kg,s_sn_gt_2kg,0.0
8490,s_sn_gt_2kg,m_sn_gt_1kg,0.01169909754960156
8491,m_sn_gt_1kg,s_sn_gt_2kg,0.01169909754960156
8492,s_sn_gt_2kg,m_sn_gt_2kg,0.01169909754960156
8493,m_sn_gt_2kg,s_sn_gt_2kg,0.01169909754960156
8494,s_sn_gt_2kg,m_sn_gt_3kg,0.0
8495,m_sn_gt_3kg,s_sn_gt_2kg,0.0
8496,s_sn_gt_2kg,m_sn_gt_4kg,0.014984042787209663
8497,m_sn_gt_4kg,s_sn_gt_2kg,0.014984042787209663
8498,s_sn_gt_2kg,m_sn_gt_500g,0.0
8499,m_sn_gt_500g,s_sn_gt_2kg,0.0
8500,s_sn_gt_2kg,m_sn_gt_6kg,0.0
8501,m_sn_gt_6kg,s_sn_gt_2kg,0.0
8502,s_sn_gt_2kg,m_sn_lt_1kg,0.0
8503,m_sn_lt_1kg,s_sn_gt_2kg,0.0
8504,s_sn_gt_2kg,m_sn_lt_2kg,0.0
8505,m_sn_lt_2kg,s_sn_gt_2kg,0.0
8506,s_sn_gt_2kg,m_sn_lt_3kg,0.0
8507,m_sn_lt_3kg,s_sn_gt_2kg,0.0
8508,s_sn_gt_2kg,middle_wave_poorg,0.0
8509,middle_wave_poorg,s_sn_gt_2kg,0.0
8510,s_sn_gt_2kg,mod_gt_4kg,0.0
8511,mod_gt_4kg,s_sn_gt_2kg,0.0
8512,s_sn_gt_2kg,mod_mixedg,0.0
8513,mod_mixedg,s_sn_gt_2kg,0.0
8514,s_sn_gt_2kg,mod_s_mixedg,0.0
8515,mod_s_mixedg,s_sn_gt_2kg,0.0
8516,s_sn_gt_2kg,mod_s_sn_gt_500g,0.0045151025781165685
8517,mod_s_sn_gt_500g,s_sn_gt_2kg,0.0045151025781165685
8518,s_sn_gt_2kg,mod_sng,0.0
8519,mod_sng,s_sn_gt_2kg,0.0
8520,s_sn_gt_2kg,mod_sn_gt_1kg,0.0
8521,mod_sn_gt_1kg,s_sn_gt_2kg,0.0
8522,s_sn_gt_2kg,mod_sn_gt_2kg,0.009759330938702286
8523,mod_sn_gt_2kg,s_sn_gt_2kg,0.009759330938702286
8524,s_sn_gt_2kg,mod_sn_gt_3kg,0.0045151025781165685
8525,mod_sn_gt_3kg,s_sn_gt_2kg,0.0045151025781165685
8526,s_sn_gt_2kg,mod_sn_gt_4kg,0.0
8527,mod_sn_gt_4kg,s_sn_gt_2kg,0.0
8528,s_sn_gt_2kg,mod_sn_gt_500g,0.0045151025781165685
8529,mod_sn_gt_500g,s_sn_gt_2kg,0.0045151025781165685
8530,s_sn_gt_2kg,notch_4kg,0.02175911093354847
8531,notch_4kg,s_sn_gt_2kg,0.02175911093354847
8532,s_sn_gt_2kg,notch_at_4kg,0.0
8533,notch_at_4kg,s_sn_gt_2kg,0.0
8534,s_sn_gt_2kg,o_ar_cg,0.02241956874955331
8535,o_ar_cg,s_sn_gt_2kg,0.02241956874955331
8536,s_sn_gt_2kg,o_ar_ug,0.020215887296123718
8537,o_ar_ug,s_sn_gt_2kg,0.020215887296123718
8538,s_sn_gt_2kg,s_sn_gt_1kg,0.0045151025781165685
8539,s_sn_gt_1kg,s_sn_gt_2kg,0.0045151025781165685
8540,s_sn_gt_2kg,s_sn_gt_4kg,0.0
8541,s_sn_gt_4kg,s_sn_gt_2kg,0.0
8542,s_sn_gt_2kg,speechg,0.052655772303694996
8543,speechg,s_sn_gt_2kg,0.052655772303694996
8544,s_sn_gt_2kg,static_normalg,0.43075993430970966
8545,static_normalg,s_sn_gt_2kg,0.43075993430970966
8546,s_sn_gt_2kg,tympg,0.013761514350095498
8547,tympg,s_sn_gt_2kg,0.013761514350095498
8548,s_sn_gt_2kg,viith_nerve_signsg,0.0
8549,viith_nerve_signsg,s_sn_gt_2kg,0.0
8550,s_sn_gt_2kg,wave_V_delayedg,0.0
8551,wave_V_delayedg,s_sn_gt_2kg,0.0
8552,s_sn_gt_2kg,waveform_ItoV_prolongedg,0.0
8553,waveform_ItoV_prolongedg,s_sn_gt_2kg,0.0
8554,s_sn_gt_2kg,indentifierg,0.07394610678000357
8555,indentifierg,s_sn_gt_2kg,0.07394610678000357
8556,s_sn_gt_4kg,age_gt_60g,1.0
8557,age_gt_60g,s_sn_gt_4kg,1.0
8558,s_sn_gt_4kg,airg,6.422527949412504e-16
8559,airg,s_sn_gt_4kg,6.422527949412504e-16
8560,s_sn_gt_4kg,airBoneGapg,0.0
8561,airBoneGapg,s_sn_gt_4kg,0.0
8562,s_sn_gt_4kg,ar_cg,1.5738607661019716e-15
8563,ar_cg,s_sn_gt_4kg,1.5738607661019716e-15
8564,s_sn_gt_4kg,ar_ug,0.0
8565,ar_ug,s_sn_gt_4kg,0.0
8566,s_sn_gt_4kg,boneg,0.0
8567,boneg,s_sn_gt_4kg,0.0
8568,s_sn_gt_4kg,boneAbnormalg,0.0
8569,boneAbnormalg,s_sn_gt_4kg,0.0
8570,s_sn_gt_4kg,bserg,1.0
8571,bserg,s_sn_gt_4kg,1.0
8572,s_sn_gt_4kg,history_buzzingg,1.0
8573,history_buzzingg,s_sn_gt_4kg,1.0
8574,s_sn_gt_4kg,history_dizzinessg,6.864277614486573e-15
8575,history_dizzinessg,s_sn_gt_4kg,6.864277614486573e-15
8576,s_sn_gt_4kg,history_fluctuatingg,0.0
8577,history_fluctuatingg,s_sn_gt_4kg,0.0
8578,s_sn_gt_4kg,history_fullnessg,1.0
8579,history_fullnessg,s_sn_gt_4kg,1.0
8580,s_sn_gt_4kg,history_heredityg,1.0
8581,history_heredityg,s_sn_gt_4kg,1.0
8582,s_sn_gt_4kg,history_nauseag,0.0
8583,history_nauseag,s_sn_gt_4kg,0.0
8584,s_sn_gt_4kg,history_noiseg,0.0
8585,history_noiseg,s_sn_gt_4kg,0.0
8586,s_sn_gt_4kg,history_recruitmentg,1.0
8587,history_recruitmentg,s_sn_gt_4kg,1.0
8588,s_sn_gt_4kg,history_ringingg,1.0
8589,history_ringingg,s_sn_gt_4kg,1.0
8590,s_sn_gt_4kg,history_roaringg,1.4254985831498747e-14
8591,history_roaringg,s_sn_gt_4kg,1.4254985831498747e-14
8592,s_sn_gt_4kg,history_vomitingg,1.4254985831498747e-14
8593,history_vomitingg,s_sn_gt_4kg,1.4254985831498747e-14
8594,s_sn_gt_4kg,late_wave_poorg,1.0
8595,late_wave_poorg,s_sn_gt_4kg,1.0
8596,s_sn_gt_4kg,m_at_2kg,1.0
8597,m_at_2kg,s_sn_gt_4kg,1.0
8598,s_sn_gt_4kg,m_cond_lt_1kg,1.0
8599,m_cond_lt_1kg,s_sn_gt_4kg,1.0
8600,s_sn_gt_4kg,m_gt_1kg,1.0
8601,m_gt_1kg,s_sn_gt_4kg,1.0
8602,s_sn_gt_4kg,m_m_gt_2kg,0.0
8603,m_m_gt_2kg,s_sn_gt_4kg,0.0
8604,s_sn_gt_4kg,m_m_sng,5.2372117626230235e-15
8605,m_m_sng,s_sn_gt_4kg,5.2372117626230235e-15
8606,s_sn_gt_4kg,m_m_sn_gt_1kg,0.0
8607,m_m_sn_gt_1kg,s_sn_gt_4kg,0.0
8608,s_sn_gt_4kg,m_m_sn_gt_2kg,0.0
8609,m_m_sn_gt_2kg,s_sn_gt_4kg,0.0
8610,s_sn_gt_4kg,m_m_sn_gt_500g,1.0
8611,m_m_sn_gt_500g,s_sn_gt_4kg,1.0
8612,s_sn_gt_4kg,m_p_sn_gt_2kg,1.0
8613,m_p_sn_gt_2kg,s_sn_gt_4kg,1.0
8614,s_sn_gt_4kg,m_s_gt_500g,1.0
8615,m_s_gt_500g,s_sn_gt_4kg,1.0
8616,s_sn_gt_4kg,m_s_sng,0.0
8617,m_s_sng,s_sn_gt_4kg,0.0
8618,s_sn_gt_4kg,m_s_sn_gt_1kg,1.0
8619,m_s_sn_gt_1kg,s_sn_gt_4kg,1.0
8620,s_sn_gt_4kg,m_s_sn_gt_2kg,0.0
8621,m_s_sn_gt_2kg,s_sn_gt_4kg,0.0
8622,s_sn_gt_4kg,m_s_sn_gt_3kg,0.0
8623,m_s_sn_gt_3kg,s_sn_gt_4kg,0.0
8624,s_sn_gt_4kg,m_s_sn_gt_4kg,0.0
8625,m_s_sn_gt_4kg,s_sn_gt_4kg,0.0
8626,s_sn_gt_4kg,m_sn_2_3kg,1.0
8627,m_sn_2_3kg,s_sn_gt_4kg,1.0
8628,s_sn_gt_4kg,m_sn_gt_1kg,0.0
8629,m_sn_gt_1kg,s_sn_gt_4kg,0.0
8630,s_sn_gt_4kg,m_sn_gt_2kg,0.0
8631,m_sn_gt_2kg,s_sn_gt_4kg,0.0
8632,s_sn_gt_4kg,m_sn_gt_3kg,1.0
8633,m_sn_gt_3kg,s_sn_gt_4kg,1.0
8634,s_sn_gt_4kg,m_sn_gt_4kg,5.9291556255730115e-15
8635,m_sn_gt_4kg,s_sn_gt_4kg,5.9291556255730115e-15
8636,s_sn_gt_4kg,m_sn_gt_500g,1.0
8637,m_sn_gt_500g,s_sn_gt_4kg,1.0
8638,s_sn_gt_4kg,m_sn_gt_6kg,1.0
8639,m_sn_gt_6kg,s_sn_gt_4kg,1.0
8640,s_sn_gt_4kg,m_sn_lt_1kg,1.0
8641,m_sn_lt_1kg,s_sn_gt_4kg,1.0
8642,s_sn_gt_4kg,m_sn_lt_2kg,1.0
8643,m_sn_lt_2kg,s_sn_gt_4kg,1.0
8644,s_sn_gt_4kg,m_sn_lt_3kg,1.0
8645,m_sn_lt_3kg,s_sn_gt_4kg,1.0
8646,s_sn_gt_4kg,middle_wave_poorg,1.0
8647,middle_wave_poorg,s_sn_gt_4kg,1.0
8648,s_sn_gt_4kg,mod_gt_4kg,1.0
8649,mod_gt_4kg,s_sn_gt_4kg,1.0
8650,s_sn_gt_4kg,mod_mixedg,1.0
8651,mod_mixedg,s_sn_gt_4kg,1.0
8652,s_sn_gt_4kg,mod_s_mixedg,1.0
8653,mod_s_mixedg,s_sn_gt_4kg,1.0
8654,s_sn_gt_4kg,mod_s_sn_gt_500g,0.0
8655,mod_s_sn_gt_500g,s_sn_gt_4kg,0.0
8656,s_sn_gt_4kg,mod_sng,1.0
8657,mod_sng,s_sn_gt_4kg,1.0
8658,s_sn_gt_4kg,mod_sn_gt_1kg,1.0
8659,mod_sn_gt_1kg,s_sn_gt_4kg,1.0
8660,s_sn_gt_4kg,mod_sn_gt_2kg,0.0
8661,mod_sn_gt_2kg,s_sn_gt_4kg,0.0
8662,s_sn_gt_4kg,mod_sn_gt_3kg,0.0
8663,mod_sn_gt_3kg,s_sn_gt_4kg,0.0
8664,s_sn_gt_4kg,mod_sn_gt_4kg,1.0
8665,mod_sn_gt_4kg,s_sn_gt_4kg,1.0
8666,s_sn_gt_4kg,mod_sn_gt_500g,0.0
8667,mod_sn_gt_500g,s_sn_gt_4kg,0.0
8668,s_sn_gt_4kg,notch_4kg,0.0
8669,notch_4kg,s_sn_gt_4kg,0.0
8670,s_sn_gt_4kg,notch_at_4kg,1.0
8671,notch_at_4kg,s_sn_gt_4kg,1.0
8672,s_sn_gt_4kg,o_ar_cg,1.8603536660234205e-15
8673,o_ar_cg,s_sn_gt_4kg,1.8603536660234205e-15
8674,s_sn_gt_4kg,o_ar_ug,0.0
8675,o_ar_ug,s_sn_gt_4kg,0.0
8676,s_sn_gt_4kg,s_sn_gt_1kg,0.0
8677,s_sn_gt_1kg,s_sn_gt_4kg,0.0
8678,s_sn_gt_4kg,s_sn_gt_2kg,0.0
8679,s_sn_gt_2kg,s_sn_gt_4kg,0.0
8680,s_sn_gt_4kg,speechg,0.0
8681,speechg,s_sn_gt_4kg,0.0
8682,s_sn_gt_4kg,static_normalg,0.0
8683,static_normalg,s_sn_gt_4kg,0.0
8684,s_sn_gt_4kg,tympg,4.025788539645089e-15
8685,tympg,s_sn_gt_4kg,4.025788539645089e-15
8686,s_sn_gt_4kg,viith_nerve_signsg,1.0
8687,viith_nerve_signsg,s_sn_gt_4kg,1.0
8688,s_sn_gt_4kg,wave_V_delayedg,1.0
8689,wave_V_delayedg,s_sn_gt_4kg,1.0
8690,s_sn_gt_4kg,waveform_ItoV_prolongedg,1.0
8691,waveform_ItoV_prolongedg,s_sn_gt_4kg,1.0
8692,s_sn_gt_4kg,indentifierg,0.0
8693,indentifierg,s_sn_gt_4kg,0.0
8694,speechg,age_gt_60g,0.0
8695,age_gt_60g,speechg,0.0
8696,speechg,airg,0.20692067096224837
8697,airg,speechg,0.20692067096224837
8698,speechg,airBoneGapg,0.034547494525639835
8699,airBoneGapg,speechg,0.034547494525639835
8700,speechg,ar_cg,0.1265466285042201
8701,ar_cg,speechg,0.1265466285042201
8702,speechg,ar_ug,0.05733865192767908
8703,ar_ug,speechg,0.05733865192767908
8704,speechg,boneg,0.15604417630944442
8705,boneg,speechg,0.15604417630944442
8706,speechg,boneAbnormalg,0.03636327132550803
8707,boneAbnormalg,speechg,0.03636327132550803
8708,speechg,bserg,0.0
8709,bserg,speechg,0.0
8710,speechg,history_buzzingg,0.0
8711,history_buzzingg,speechg,0.0
8712,speechg,history_dizzinessg,0.03999047288673599
8713,history_dizzinessg,speechg,0.03999047288673599
8714,speechg,history_fluctuatingg,0.02865442001705756
8715,history_fluctuatingg,speechg,0.02865442001705756
8716,speechg,history_fullnessg,0.0
8717,history_fullnessg,speechg,0.0
8718,speechg,history_heredityg,0.0
8719,history_heredityg,speechg,0.0
8720,speechg,history_nauseag,0.051847909009697525
8721,history_nauseag,speechg,0.051847909009697525
8722,speechg,history_noiseg,0.07754281446771237
8723,history_noiseg,speechg,0.07754281446771237
8724,speechg,history_recruitmentg,0.0
8725,history_recruitmentg,speechg,0.0
8726,speechg,history_ringingg,0.0
8727,history_ringingg,speechg,0.0
8728,speechg,history_roaringg,0.04071440450978029
8729,history_roaringg,speechg,0.04071440450978029
8730,speechg,history_vomitingg,0.04071440450978029
8731,history_vomitingg,speechg,0.04071440450978029
8732,speechg,late_wave_poorg,0.0
8733,late_wave_poorg,speechg,0.0
8734,speechg,m_at_2kg,0.0
8735,m_at_2kg,speechg,0.0
8736,speechg,m_cond_lt_1kg,0.0
8737,m_cond_lt_1kg,speechg,0.0
8738,speechg,m_gt_1kg,0.0
8739,m_gt_1kg,speechg,0.0
8740,speechg,m_m_gt_2kg,0.01893420845730385
8741,m_m_gt_2kg,speechg,0.01893420845730385
8742,speechg,m_m_sng,0.07751623453788709
8743,m_m_sng,speechg,0.07751623453788709
8744,speechg,m_m_sn_gt_1kg,0.07471507801371885
8745,m_m_sn_gt_1kg,speechg,0.07471507801371885
8746,speechg,m_m_sn_gt_2kg,0.022087273924857563
8747,m_m_sn_gt_2kg,speechg,0.022087273924857563
8748,speechg,m_m_sn_gt_500g,0.0
8749,m_m_sn_gt_500g,speechg,0.0
8750,speechg,m_p_sn_gt_2kg,0.0
8751,m_p_sn_gt_2kg,speechg,0.0
8752,speechg,m_s_gt_500g,0.0
8753,m_s_gt_500g,speechg,0.0
8754,speechg,m_s_sng,0.05718648118431831
8755,m_s_sng,speechg,0.05718648118431831
8756,speechg,m_s_sn_gt_1kg,0.0
8757,m_s_sn_gt_1kg,speechg,0.0
8758,speechg,m_s_sn_gt_2kg,0.022087273924857563
8759,m_s_sn_gt_2kg,speechg,0.022087273924857563
8760,speechg,m_s_sn_gt_3kg,0.022087273924857563
8761,m_s_sn_gt_3kg,speechg,0.022087273924857563
8762,speechg,m_s_sn_gt_4kg,0.025002578316756095
8763,m_s_sn_gt_4kg,speechg,0.025002578316756095
8764,speechg,m_sn_2_3kg,0.0
8765,m_sn_2_3kg,speechg,0.0
8766,speechg,m_sn_gt_1kg,0.03928912232399132
8767,m_sn_gt_1kg,speechg,0.03928912232399132
8768,speechg,m_sn_gt_2kg,0.0255323588735964
8769,m_sn_gt_2kg,speechg,0.0255323588735964
8770,speechg,m_sn_gt_3kg,0.0
8771,m_sn_gt_3kg,speechg,0.0
8772,speechg,m_sn_gt_4kg,0.0665506879034933
8773,m_sn_gt_4kg,speechg,0.0665506879034933
8774,speechg,m_sn_gt_500g,0.0
8775,m_sn_gt_500g,speechg,0.0
8776,speechg,m_sn_gt_6kg,0.0
8777,m_sn_gt_6kg,speechg,0.0
8778,speechg,m_sn_lt_1kg,0.0
8779,m_sn_lt_1kg,speechg,0.0
8780,speechg,m_sn_lt_2kg,0.0
8781,m_sn_lt_2kg,speechg,0.0
8782,speechg,m_sn_lt_3kg,0.0
8783,m_sn_lt_3kg,speechg,0.0
8784,speechg,middle_wave_poorg,0.0
8785,middle_wave_poorg,speechg,0.0
8786,speechg,mod_gt_4kg,0.0
8787,mod_gt_4kg,speechg,0.0
8788,speechg,mod_mixedg,0.0
8789,mod_mixedg,speechg,0.0
8790,speechg,mod_s_mixedg,0.0
8791,mod_s_mixedg,speechg,0.0
8792,speechg,mod_s_sn_gt_500g,0.03354606039260687
8793,mod_s_sn_gt_500g,speechg,0.03354606039260687
8794,speechg,mod_sng,0.0
8795,mod_sng,speechg,0.0
8796,speechg,mod_sn_gt_1kg,0.0
8797,mod_sn_gt_1kg,speechg,0.0
8798,speechg,mod_sn_gt_2kg,0.05677883790033194
8799,mod_sn_gt_2kg,speechg,0.05677883790033194
8800,speechg,mod_sn_gt_3kg,0.025002578316756095
8801,mod_sn_gt_3kg,speechg,0.025002578316756095
8802,speechg,mod_sn_gt_4kg,0.0
8803,mod_sn_gt_4kg,speechg,0.0
8804,speechg,mod_sn_gt_500g,0.01893420845730385
8805,mod_sn_gt_500g,speechg,0.01893420845730385
8806,speechg,notch_4kg,0.08075499394629895
8807,notch_4kg,speechg,0.08075499394629895
8808,speechg,notch_at_4kg,0.0
8809,notch_at_4kg,speechg,0.0
8810,speechg,o_ar_cg,0.12608078817295484
8811,o_ar_cg,speechg,0.12608078817295484
8812,speechg,o_ar_ug,0.07627604759247068
8813,o_ar_ug,speechg,0.07627604759247068
8814,speechg,s_sn_gt_1kg,0.02865442001705756
8815,s_sn_gt_1kg,speechg,0.02865442001705756
8816,speechg,s_sn_gt_2kg,0.052655772303694996
8817,s_sn_gt_2kg,speechg,0.052655772303694996
8818,speechg,s_sn_gt_4kg,0.0
8819,s_sn_gt_4kg,speechg,0.0
8820,speechg,static_normalg,0.04988745274254404
8821,static_normalg,speechg,0.04988745274254404
8822,speechg,tympg,0.06919614072912277
8823,tympg,speechg,0.06919614072912277
8824,speechg,viith_nerve_signsg,0.0
8825,viith_nerve_signsg,speechg,0.0
8826,speechg,wave_V_delayedg,0.0
8827,wave_V_delayedg,speechg,0.0
8828,speechg,waveform_ItoV_prolongedg,0.0
8829,waveform_ItoV_prolongedg,speechg,0.0
8830,speechg,indentifierg,0.5737207214780581
8831,indentifierg,speechg,0.5737207214780581
8832,static_normalg,age_gt_60g,0.0
8833,age_gt_60g,static_normalg,0.0
8834,static_normalg,airg,0.08954794112761517
8835,airg,static_normalg,0.08954794112761517
8836,static_normalg,airBoneGapg,0.01169909754960156
8837,airBoneGapg,static_normalg,0.01169909754960156
8838,static_normalg,ar_cg,0.025816334982129072
8839,ar_cg,static_normalg,0.025816334982129072
8840,static_normalg,ar_ug,0.02332560409188706
8841,ar_ug,static_normalg,0.02332560409188706
8842,static_normalg,boneg,0.049369087398769274
8843,boneg,static_normalg,0.049369087398769274
8844,static_normalg,boneAbnormalg,0.03598667217977361
8845,boneAbnormalg,static_normalg,0.03598667217977361
8846,static_normalg,bserg,0.0
8847,bserg,static_normalg,0.0
8848,static_normalg,history_buzzingg,0.0
8849,history_buzzingg,static_normalg,0.0
8850,static_normalg,history_dizzinessg,0.013415917387225557
8851,history_dizzinessg,static_normalg,0.013415917387225557
8852,static_normalg,history_fluctuatingg,0.0045151025781165685
8853,history_fluctuatingg,static_normalg,0.0045151025781165685
8854,static_normalg,history_fullnessg,0.0
8855,history_fullnessg,static_normalg,0.0
8856,static_normalg,history_heredityg,0.0
8857,history_heredityg,static_normalg,0.0
8858,static_normalg,history_nauseag,0.01169909754960156
8859,history_nauseag,static_normalg,0.01169909754960156
8860,static_normalg,history_noiseg,0.037409041830057124
8861,history_noiseg,static_normalg,0.037409041830057124
8862,static_normalg,history_recruitmentg,0.0
8863,history_recruitmentg,static_normalg,0.0
8864,static_normalg,history_ringingg,0.0
8865,history_ringingg,static_normalg,0.0
8866,static_normalg,history_roaringg,0.007461649887558541
8867,history_roaringg,static_normalg,0.007461649887558541
8868,static_normalg,history_vomitingg,0.007461649887558541
8869,history_vomitingg,static_normalg,0.007461649887558541
8870,static_normalg,late_wave_poorg,0.0
8871,late_wave_poorg,static_normalg,0.0
8872,static_normalg,m_at_2kg,0.0
8873,m_at_2kg,static_normalg,0.0
8874,static_normalg,m_cond_lt_1kg,0.0
8875,m_cond_lt_1kg,static_normalg,0.0
8876,static_normalg,m_gt_1kg,0.0
8877,m_gt_1kg,static_normalg,0.0
8878,static_normalg,m_m_gt_2kg,0.0045151025781165685
8879,m_m_gt_2kg,static_normalg,0.0045151025781165685
8880,static_normalg,m_m_sng,0.01644891277972028
8881,m_m_sng,static_normalg,0.01644891277972028
8882,static_normalg,m_m_sn_gt_1kg,0.01169909754960156
8883,m_m_sn_gt_1kg,static_normalg,0.01169909754960156
8884,static_normalg,m_m_sn_gt_2kg,0.0045151025781165685
8885,m_m_sn_gt_2kg,static_normalg,0.0045151025781165685
8886,static_normalg,m_m_sn_gt_500g,0.0
8887,m_m_sn_gt_500g,static_normalg,0.0
8888,static_normalg,m_p_sn_gt_2kg,0.0
8889,m_p_sn_gt_2kg,static_normalg,0.0
8890,static_normalg,m_s_gt_500g,0.0
8891,m_s_gt_500g,static_normalg,0.0
8892,static_normalg,m_s_sng,0.0045151025781165685
8893,m_s_sng,static_normalg,0.0045151025781165685
8894,static_normalg,m_s_sn_gt_1kg,0.0
8895,m_s_sn_gt_1kg,static_normalg,0.0
8896,static_normalg,m_s_sn_gt_2kg,0.0045151025781165685
8897,m_s_sn_gt_2kg,static_normalg,0.0045151025781165685
8898,static_normalg,m_s_sn_gt_3kg,0.0045151025781165685
8899,m_s_sn_gt_3kg,static_normalg,0.0045151025781165685
8900,static_normalg,m_s_sn_gt_4kg,0.0045151025781165685
8901,m_s_sn_gt_4kg,static_normalg,0.0045151025781165685
8902,static_normalg,m_sn_2_3kg,0.0
